日期,地点名称,经度,纬度,区域,类型,时间段,情绪值
2024-11-01,桥下公园,117.968623,36.851769,其他,公园,下午,5.02
2024-11-01,桥下公园,117.968623,36.851769,其他,公园,晚上,5.65
2024-11-01,TULIPS MAPLE(齐园绿城店),118.288425,36.809494,其他,商场,深夜,5.12
2024-11-01,曹一村法治文化广场,118.098433,36.839591,其他,公园,凌晨,4.72
2024-11-01,曹一村法治文化广场,118.098433,36.839591,其他,公园,晚上,4.39
2024-11-01,西边有个院,117.982107,36.830791,其他,旅游景点,中午,4.96
2024-11-01,西边有个院,117.982107,36.830791,其他,旅游景点,下午,6.22
2024-11-01,火刻北京烤鸭(明清街店),118.043785,36.833541,其他,餐饮,中午,7.67
2024-11-01,大石头风景区,117.944959,36.593092,其他,旅游景点,中午,6.5
2024-11-01,中共沂源县委党校,118.19505,36.201654,其他,学校,凌晨,6.0
2024-11-01,凯瑞教育(硕学校区),118.034936,36.862246,其他,体育场馆,傍晚,6.92
2024-11-01,凯瑞教育(硕学校区),118.034936,36.862246,其他,体育场馆,下午,5.75
2024-11-01,吉祥广场,117.973527,36.655065,其他,公园,下午,5.7
2024-11-01,亿丰商场,118.002092,36.816668,其他,商场,凌晨,4.03
2024-11-01,文化广场,118.232387,35.998889,其他,公园,深夜,5.14
2024-11-01,山东省桓台世纪中学,118.108796,36.959324,其他,学校,深夜,5.73
2024-11-01,福德寺,118.233143,36.766972,其他,旅游景点,晚上,6.54
2024-11-01,高青县第二中学,117.826388,37.168863,其他,学校,傍晚,4.75
2024-11-01,张店区实验小学,118.016861,36.801754,其他,学校,上午,5.24
2024-11-01,淄川明圣医院,117.948865,36.666524,其他,医院,下午,5.1
2024-11-01,淄博市博山区人民医院,117.861781,36.512727,其他,医院,上午,5.82
2024-11-01,银泰商城,117.851987,36.798059,其他,商场,傍晚,4.56
2024-11-01,DH健身,118.062042,36.810552,其他,体育场馆,深夜,4.67
2024-11-01,银泰城,118.034922,36.848671,其他,商场,深夜,5.62
2024-11-01,金带公园,117.987166,36.820675,其他,公园,凌晨,2.52
2024-11-01,金带公园,117.987166,36.820675,其他,公园,下午,6.33
2024-11-01,青年公园,118.040537,36.760851,其他,公园,晚上,4.27
2024-11-01,圆心楼商城,117.844755,36.618944,其他,商场,晚上,3.12
2024-11-01,圆心楼商城,117.844755,36.618944,其他,商场,下午,5.89
2024-11-01,淄川小箭扣,118.060602,36.452925,其他,旅游景点,凌晨,4.31
2024-11-01,淄川小箭扣,118.060602,36.452925,其他,旅游景点,中午,4.46
2024-11-01,怡园,118.333677,36.815041,其他,公园,下午,5.57
2024-11-01,玉皇宫,117.852755,36.486698,其他,旅游景点,中午,6.14
2024-11-01,玉龙商场,118.295926,36.814766,其他,商场,中午,6.29
2024-11-01,玉龙商场,118.295926,36.814766,其他,商场,傍晚,5.6
2024-11-01,卓小健少儿综合运动馆,118.02709,36.807664,其他,体育场馆,上午,4.26
2024-11-01,卓小健少儿综合运动馆,118.02709,36.807664,其他,体育场馆,深夜,5.71
2024-11-01,淄博市周村区实验中学,117.844915,36.787422,其他,学校,傍晚,6.11
2024-11-01,淄博市周村区实验中学,117.844915,36.787422,其他,学校,上午,7.41
2024-11-01,齐山风景区,118.199833,36.5147,其他,旅游景点,深夜,5.92
2024-11-01,齐山风景区,118.199833,36.5147,其他,旅游景点,凌晨,3.45
2024-11-01,时代名都社区卫生服务站预防接种门诊,118.043376,36.839099,其他,医院,傍晚,5.79
2024-11-01,黑铁山抗日武装起义纪念馆,118.159912,36.843977,其他,旅游景点,深夜,5.86
2024-11-01,黑铁山抗日武装起义纪念馆,118.159912,36.843977,其他,旅游景点,凌晨,3.34
2024-11-01,莲花庵,118.077052,36.684369,其他,旅游景点,中午,5.58
2024-11-01,莲花庵,118.077052,36.684369,其他,旅游景点,上午,4.17
2024-11-01,淄博市淄川区淄河镇卫生院,118.085237,36.483345,其他,医院,凌晨,4.13
2024-11-01,淄博市淄川区淄河镇卫生院,118.085237,36.483345,其他,医院,傍晚,5.07
2024-11-01,湖田医院-湖田卫生院,118.11723,36.790515,其他,医院,深夜,5.96
2024-11-01,鑫群购物中心超市,118.196422,36.800932,其他,商场,傍晚,4.96
2024-11-01,梓橦山旅游区,118.03096,36.665088,其他,旅游景点,深夜,3.9
2024-11-01,淄博师专附属中学,118.004382,36.638287,其他,学校,晚上,6.35
2024-11-01,淄博市张店区第六中学,117.99802,36.769038,其他,学校,下午,4.94
2024-11-01,淄博市张店区第六中学,117.99802,36.769038,其他,学校,深夜,3.71
2024-11-01,张店区重庆路小学,118.006566,36.842239,其他,学校,中午,5.83
2024-11-01,张店区重庆路小学,118.006566,36.842239,其他,学校,凌晨,4.28
2024-11-01,泰东生活广场,118.330347,36.816999,其他,商场,下午,6.51
2024-11-01,淄博高新区第八小学,118.145348,36.881161,其他,学校,下午,5.19
2024-11-01,淄博高新区第八小学,118.145348,36.881161,其他,学校,凌晨,3.3
2024-11-01,高青双语学校,117.860078,37.158281,其他,学校,傍晚,6.3
2024-11-01,华严胜境,117.978841,37.001051,其他,旅游景点,傍晚,7.68
