日期,地点名称,经度,纬度,区域,类型,时间段,情绪值
2024-09-01,东方购物广场(沂源店),118.160871,36.184001,其他,商场,下午,7.07
2024-09-01,东方购物广场(沂源店),118.160871,36.184001,其他,商场,深夜,6.19
2024-09-01,齐园,118.292227,36.807527,其他,公园,上午,6.76
2024-09-01,清真双盛馆,118.196175,36.805724,其他,餐饮,上午,7.23
2024-09-01,清真双盛馆,118.196175,36.805724,其他,餐饮,傍晚,6.69
2024-09-01,淄博高新区石桥中心医院,118.045962,36.886421,其他,医院,下午,7.22
2024-09-01,山东齐鲁武校,118.160609,36.698077,其他,学校,下午,5.86
2024-09-01,山旺村健身广场,117.89136,36.76054,其他,公园,深夜,5.23
2024-09-01,山旺村健身广场,117.89136,36.76054,其他,公园,凌晨,5.04
2024-09-01,齐祖广场,118.365747,36.810073,其他,公园,中午,7.92
2024-09-01,梦武少儿武术散打(方和茂店),118.299886,36.814326,其他,体育场馆,下午,5.56
2024-09-01,梦武少儿武术散打(方和茂店),118.299886,36.814326,其他,体育场馆,中午,7.76
2024-09-01,君爵桌球俱乐部,117.974739,36.638948,其他,体育场馆,下午,5.56
2024-09-01,君爵桌球俱乐部,117.974739,36.638948,其他,体育场馆,上午,4.5
2024-09-01,朱台中心卫生院,118.257061,36.940575,其他,医院,下午,5.42
2024-09-01,朱台中心卫生院,118.257061,36.940575,其他,医院,上午,5.24
2024-09-01,胜炼公园,118.259219,36.771678,其他,公园,下午,6.76
2024-09-01,胜炼公园,118.259219,36.771678,其他,公园,傍晚,6.18
2024-09-01,博山区山头街道卫生院,117.862367,36.476361,其他,医院,傍晚,6.59
2024-09-01,博山区山头街道卫生院,117.862367,36.476361,其他,医院,下午,6.84
2024-09-01,马家文昌阁,117.987232,36.619682,其他,旅游景点,下午,5.49
2024-09-01,山东省淄博第十一中学,118.058549,36.850697,其他,学校,傍晚,6.72
2024-09-01,山东省淄博第十一中学,118.058549,36.850697,其他,学校,中午,6.04
2024-09-01,创濠体育健身综合体,118.048859,36.842444,其他,体育场馆,深夜,4.48
2024-09-01,淄川南部森林公园,117.967431,36.620843,其他,公园,凌晨,5.35
2024-09-01,淄川南部森林公园,117.967431,36.620843,其他,公园,傍晚,6.73
2024-09-01,lv台球器材店,118.023503,36.793153,其他,体育场馆,深夜,5.22
2024-09-01,东良进口商品(桓台店),118.093213,36.952988,其他,商场,凌晨,6.72
2024-09-01,红军师师史馆,118.040402,36.814645,其他,旅游景点,中午,5.97
2024-09-01,红军师师史馆,118.040402,36.814645,其他,旅游景点,晚上,5.79
2024-09-01,般阳中学,117.915619,36.656604,其他,学校,下午,8.39
2024-09-01,般阳中学,117.915619,36.656604,其他,学校,凌晨,4.55
2024-09-01,包子客牛肉汤包(金乔社区北区店),118.070925,36.817875,其他,餐饮,凌晨,4.12
2024-09-01,淄川天主堂,118.001386,36.639336,其他,旅游景点,中午,5.13
2024-09-01,韶韵广场,117.98443,36.792311,其他,公园,凌晨,5.72
2024-09-01,沂源县中医医院,118.161907,36.19553,其他,医院,凌晨,3.48
2024-09-01,沂源县中医医院,118.161907,36.19553,其他,医院,晚上,7.18
2024-09-01,人口文化广场,117.976909,36.635204,其他,公园,中午,6.36
2024-09-01,人口文化广场,117.976909,36.635204,其他,公园,下午,5.74
2024-09-01,齐长城遗址--风门道关,117.76158,36.517788,其他,旅游景点,深夜,2.73
2024-09-01,齐长城遗址--风门道关,117.76158,36.517788,其他,旅游景点,上午,4.71
2024-09-01,淄博市中心医院高青院区,117.836181,37.169301,其他,医院,深夜,4.02
2024-09-01,淄博市中心医院高青院区,117.836181,37.169301,其他,医院,下午,7.94
2024-09-01,颜山商城,117.862649,36.496325,其他,商场,傍晚,6.34
2024-09-01,颜山商城,117.862649,36.496325,其他,商场,下午,4.68
2024-09-01,鸿盛购物商场,117.851029,36.797485,其他,商场,上午,6.41
2024-09-01,鸿盛购物商场,117.851029,36.797485,其他,商场,傍晚,6.69
2024-09-01,淄博市第一医院北院区,117.877401,36.532754,其他,医院,中午,5.94
2024-09-01,淄博市第一医院北院区,117.877401,36.532754,其他,医院,上午,6.63
2024-09-01,中共淄博市委党校,117.922033,36.847674,其他,学校,深夜,4.66
2024-09-01,中共淄博市委党校,117.922033,36.847674,其他,学校,傍晚,7.37
2024-09-01,大海商场(欢乐城精品购物广场店),118.023098,36.824572,其他,商场,傍晚,5.41
2024-09-01,大海商场(欢乐城精品购物广场店),118.023098,36.824572,其他,商场,凌晨,4.44
2024-09-01,足球主题公园,118.371633,36.804896,其他,公园,上午,5.94
2024-09-01,足球主题公园,118.371633,36.804896,其他,公园,晚上,6.3
2024-09-01,山东省淄博第七中学,118.307753,36.801229,其他,学校,上午,7.01
2024-09-01,山东省淄博第七中学,118.307753,36.801229,其他,学校,中午,4.03
2024-09-01,云水瑶风景区,118.230763,36.367618,其他,旅游景点,深夜,3.79
2024-09-01,西张游园,118.085153,36.796736,其他,公园,傍晚,7.59
2024-09-01,山东工业职业学院(南区),118.081115,36.883895,其他,学校,凌晨,6.33
2024-09-01,山东工业职业学院(南区),118.081115,36.883895,其他,学校,深夜,5.32
2024-09-01,周村区第二中学,117.859542,36.803863,其他,学校,凌晨,5.67
2024-09-01,周村区第二中学,117.859542,36.803863,其他,学校,深夜,5.51
2024-09-01,老博山私房菜,118.070058,36.799784,其他,餐饮,凌晨,3.99
2024-09-01,桃花峪庙,117.959766,36.571647,其他,旅游景点,凌晨,5.75
2024-09-01,桃花峪庙,117.959766,36.571647,其他,旅游景点,深夜,5.17
2024-09-01,京味涮肉坊(紫馨园店),118.015711,36.798004,其他,餐饮,凌晨,3.92
2024-09-01,北大医疗鲁中医院康平分院,118.282262,36.806845,其他,医院,傍晚,6.8
