日期,地点名称,经度,纬度,区域,类型,时间段,情绪值
2024-10-01,金牛山景区,117.905307,36.37245,其他,旅游景点,凌晨,6.0
2024-10-01,沂源鲁山溶洞群景区,118.040261,36.298894,其他,旅游景点,下午,7.62
2024-10-01,沂源鲁山溶洞群景区,118.040261,36.298894,其他,旅游景点,晚上,4.87
2024-10-01,淄博市淄川区淄河镇卫生院,118.085237,36.483345,其他,医院,中午,7.54
2024-10-01,淄博市淄川区淄河镇卫生院,118.085237,36.483345,其他,医院,上午,7.93
2024-10-01,马家文昌阁,117.987232,36.619682,其他,旅游景点,凌晨,3.24
2024-10-01,周村人民广场,117.856114,36.799587,其他,公园,下午,6.27
2024-10-01,淄川区医院,117.966577,36.655537,其他,医院,下午,5.78
2024-10-01,XIK酷点台球俱乐部,118.104709,36.958861,其他,体育场馆,凌晨,6.12
2024-10-01,XIK酷点台球俱乐部,118.104709,36.958861,其他,体育场馆,深夜,5.13
2024-10-01,银泰·金街/时代广场,118.035034,36.849708,其他,商场,上午,5.89
2024-10-01,世纪花园-中心公园,118.020012,36.833157,其他,公园,傍晚,6.7
2024-10-01,世纪花园-中心公园,118.020012,36.833157,其他,公园,晚上,6.42
2024-10-01,山东理工大学信息楼,118.004206,36.80863,其他,文化场馆,下午,6.36
2024-10-01,山东理工大学信息楼,118.004206,36.80863,其他,文化场馆,中午,6.07
2024-10-01,鲁山全羊烧烤,118.041147,36.84383,其他,餐饮,下午,6.88
2024-10-01,刘春村文化广场,117.885178,37.255864,其他,公园,晚上,7.39
2024-10-01,希尔顿国际广场(建设中),117.869006,36.821829,其他,公园,中午,4.75
2024-10-01,天鹅商城,117.830523,37.167515,其他,商场,中午,4.89
2024-10-01,桓台县城南学校,118.084252,36.940475,其他,学校,上午,5.77
2024-10-01,桓台县城南学校,118.084252,36.940475,其他,学校,下午,7.34
2024-10-01,骑士台球棋牌俱乐部,118.020878,36.828858,其他,体育场馆,深夜,5.14
2024-10-01,骑士台球棋牌俱乐部,118.020878,36.828858,其他,体育场馆,上午,9.12
2024-10-01,齐乐梦华嬉雪乐园,118.028288,36.665735,其他,体育场馆,下午,8.12
2024-10-01,拿铁计划健身馆,117.928208,36.835469,其他,体育场馆,上午,7.32
2024-10-01,拿铁计划健身馆,117.928208,36.835469,其他,体育场馆,晚上,6.91
2024-10-01,淄博公园,117.977602,36.785251,其他,公园,上午,8.3
2024-10-01,北苑小学,118.018256,36.844471,其他,学校,傍晚,7.35
2024-10-01,北苑小学,118.018256,36.844471,其他,学校,深夜,7.2
2024-10-01,马耀南故居,117.904552,36.794954,其他,旅游景点,凌晨,6.66
2024-10-01,邱氏瓜子干果老店(城里大街店),117.964129,36.646437,其他,餐饮,深夜,5.78
2024-10-01,齐故城排水道口,118.343869,36.890737,其他,旅游景点,傍晚,8.02
2024-10-01,峨嵋山公园,117.863174,36.486709,其他,公园,中午,5.18
2024-10-01,峨嵋山公园,117.863174,36.486709,其他,公园,凌晨,4.67
2024-10-01,公社炒鸡老菜馆(八大局店),118.075206,36.808527,其他,餐饮,晚上,5.24
2024-10-01,公社炒鸡老菜馆(八大局店),118.075206,36.808527,其他,餐饮,下午,5.16
2024-10-01,体育场街道社区卫生服务中心,118.075983,36.814805,其他,医院,上午,8.68
2024-10-01,体育场街道社区卫生服务中心,118.075983,36.814805,其他,医院,中午,8.14
2024-10-01,新玛特购物广场(中润店),118.028591,36.837958,其他,商场,傍晚,6.03
2024-10-01,沂河沂源源头水保护区,118.116224,36.167737,其他,旅游景点,深夜,4.26
2024-10-01,沐羽高端羽毛球俱乐部,118.058909,36.878093,其他,体育场馆,中午,5.88
2024-10-01,德扬学校,117.981468,36.911981,其他,学校,深夜,5.48
2024-10-01,喜茶(健康路店),118.169554,36.195571,其他,餐饮,凌晨,6.62
2024-10-01,临淄齐国故城考古遗址公园,118.344057,36.890173,其他,公园,下午,8.11
2024-10-01,临淄齐国故城考古遗址公园,118.344057,36.890173,其他,公园,晚上,6.47
2024-10-01,淄博高新区机关医院,118.052056,36.840245,其他,医院,晚上,5.36
