日期,地点名称,经度,纬度,区域,类型,时间段,情绪值
2024-04-01,乐华滋披萨(振兴路店),118.163299,36.186017,其他,餐饮,晚上,4.36
2024-04-01,淄博第十中学,117.905264,36.581359,其他,学校,傍晚,6.13
2024-04-01,淄博第十中学,117.905264,36.581359,其他,学校,下午,4.92
2024-04-01,红莲湖公园西湖区,118.065928,36.935049,其他,公园,下午,4.65
2024-04-01,山东省高青一中,117.849096,37.174481,其他,学校,下午,4.46
2024-04-01,淄川区洪山卫生院,117.994054,36.625748,其他,医院,下午,7.55
2024-04-01,淄川区洪山卫生院,117.994054,36.625748,其他,医院,深夜,3.57
2024-04-01,禹山湖,117.792707,36.482443,其他,旅游景点,傍晚,6.86
2024-04-01,禹山湖,117.792707,36.482443,其他,旅游景点,下午,5.54
2024-04-01,鲁中安全生产考试中心,118.125613,36.838574,其他,文化场馆,深夜,4.41
2024-04-01,云水瑶风景区,118.230763,36.367618,其他,旅游景点,傍晚,6.75
2024-04-01,懿仁堂中医院,117.867122,36.803059,其他,医院,下午,5.33
2024-04-01,红军师师史馆,118.040402,36.814645,其他,旅游景点,深夜,5.67
2024-04-01,红军师师史馆,118.040402,36.814645,其他,旅游景点,上午,4.6
2024-04-01,塞外春肥羊府(沿河西路店),118.152762,36.190755,其他,餐饮,深夜,3.51
2024-04-01,聚合购物,118.102169,36.819988,其他,商场,下午,5.12
2024-04-01,边敏购物商场,118.360844,36.016546,其他,商场,傍晚,5.54
2024-04-01,边敏购物商场,118.360844,36.016546,其他,商场,下午,4.24
2024-04-01,西边有个院,117.982107,36.830791,其他,旅游景点,晚上,4.91
2024-04-01,西边有个院,117.982107,36.830791,其他,旅游景点,上午,6.06
2024-04-01,山东水利技师学院,117.893721,36.654078,其他,学校,下午,6.84
2024-04-01,618战备电台旧址,118.001624,36.229969,其他,旅游景点,深夜,4.43
2024-04-01,周村古商城,117.841013,36.798378,其他,旅游景点,晚上,6.18
2024-04-01,周村古商城,117.841013,36.798378,其他,旅游景点,深夜,5.08
2024-04-01,文昌湖滨湖沙滩,117.879338,36.695126,其他,旅游景点,晚上,4.14
2024-04-01,马桥公园,117.917491,37.04194,其他,公园,中午,4.85
2024-04-01,民族园,117.846969,36.816491,其他,公园,晚上,6.47
2024-04-01,民族园,117.846969,36.816491,其他,公园,下午,7.48
2024-04-01,钰朋购物中心(沣水店),118.090277,36.756057,其他,商场,下午,6.11
2024-04-01,奎山公园,117.938323,36.56463,其他,公园,上午,6.29
2024-04-01,TULIPS MAPLE(齐园绿城店),118.288425,36.809494,其他,商场,凌晨,4.63
2024-04-01,思迈健身会所(山东新星集团新星商厦店),118.023065,36.781464,其他,体育场馆,傍晚,4.56
2024-04-01,张店区兴学街小学,118.054491,36.794399,其他,学校,凌晨,2.24
2024-04-01,张店区兴学街小学,118.054491,36.794399,其他,学校,傍晚,6.44
2024-04-01,上海商厦,117.956126,36.642076,其他,商场,中午,5.65
2024-04-01,山东省淄博第十一中学,118.058549,36.850697,其他,学校,凌晨,3.88
2024-04-01,山东省淄博第十一中学,118.058549,36.850697,其他,学校,深夜,4.3
2024-04-01,鲁青商城,117.694342,37.184669,其他,商场,上午,7.38
2024-04-01,鲁青商城,117.694342,37.184669,其他,商场,深夜,2.84
2024-04-01,淄博高新区实验中学,118.128522,36.830556,其他,学校,凌晨,3.6
2024-04-01,淄博高新区实验中学,118.128522,36.830556,其他,学校,下午,6.69
2024-04-01,皇城百货大楼,118.419449,36.872545,其他,商场,晚上,4.36
2024-04-01,皇城百货大楼,118.419449,36.872545,其他,商场,上午,6.05
2024-04-01,骑士台球棋牌俱乐部,118.020878,36.828858,其他,体育场馆,晚上,5.46
2024-04-01,骑士台球棋牌俱乐部,118.020878,36.828858,其他,体育场馆,深夜,3.96
2024-04-01,峨庄国家森林公园,118.150576,36.503571,其他,公园,傍晚,6.37
2024-04-01,杨寨中学,117.992787,36.712631,其他,学校,下午,4.5
2024-04-01,九合台球俱乐部(凤阳大厦店),118.042796,36.801969,其他,体育场馆,下午,6.18
2024-04-01,九合台球俱乐部(凤阳大厦店),118.042796,36.801969,其他,体育场馆,上午,5.99
2024-04-01,华仁中医医院,118.042517,36.807609,其他,医院,傍晚,6.21
2024-04-01,华仁中医医院,118.042517,36.807609,其他,医院,下午,4.51
2024-04-01,黑里寨中心卫生院,117.668376,37.108143,其他,医院,傍晚,6.48
2024-04-01,黑里寨中心卫生院,117.668376,37.108143,其他,医院,下午,6.71
2024-04-01,沐浴阳光.俊辰百货高青店,117.662007,37.103489,其他,商场,晚上,5.1
2024-04-01,淄博经济开发区实验学校,118.029182,36.77279,其他,学校,深夜,5.7
2024-04-01,红猪比萨(丽景翠苑店),118.042974,36.828113,其他,餐饮,中午,3.92
2024-04-01,红猪比萨(丽景翠苑店),118.042974,36.828113,其他,餐饮,傍晚,5.14
2024-04-01,张家坡镇桃花坪村民生广场,118.476809,36.054105,其他,公园,上午,5.66
2024-04-01,张家坡镇桃花坪村民生广场,118.476809,36.054105,其他,公园,中午,6.77
2024-04-01,刘春村文化广场,117.885178,37.255864,其他,公园,凌晨,4.72
2024-04-01,刘春村文化广场,117.885178,37.255864,其他,公园,傍晚,7.26
2024-04-01,淄博震中中医院,118.032777,36.755912,其他,医院,晚上,5.45
2024-04-01,淄博震中中医院,118.032777,36.755912,其他,医院,凌晨,4.67
