日期,地点名称,经度,纬度,区域,类型,时间段,情绪值
2024-03-01,悦动乒乓球,118.026732,36.808963,其他,体育场馆,上午,7.94
2024-03-01,悦动乒乓球,118.026732,36.808963,其他,体育场馆,晚上,4.38
2024-03-01,大眼妹上海生煎(理工大学店),118.02043,36.812692,其他,餐饮,凌晨,4.3
2024-03-01,大眼妹上海生煎(理工大学店),118.02043,36.812692,其他,餐饮,上午,4.39
2024-03-01,南定镇崔军纪念堂,118.049097,36.739534,其他,旅游景点,下午,8.17
2024-03-01,张店区房镇镇卫生院,118.000737,36.846624,其他,医院,中午,4.85
2024-03-01,张店区房镇镇卫生院,118.000737,36.846624,其他,医院,晚上,4.41
2024-03-01,天主堂,118.354345,36.852005,其他,旅游景点,晚上,4.83
2024-03-01,天主堂,118.354345,36.852005,其他,旅游景点,上午,6.67
2024-03-01,齐乐梦华嬉雪乐园,118.028288,36.665735,其他,体育场馆,凌晨,4.22
2024-03-01,齐乐梦华嬉雪乐园,118.028288,36.665735,其他,体育场馆,深夜,6.49
2024-03-01,唐山医院,118.046553,36.958095,其他,医院,凌晨,2.16
2024-03-01,唐山医院,118.046553,36.958095,其他,医院,中午,5.74
2024-03-01,焦裕禄纪念馆,117.992174,36.437097,其他,旅游景点,上午,7.66
2024-03-01,星巴克(淄博印象汇店),118.053299,36.822489,其他,餐饮,晚上,4.99
2024-03-01,星巴克(淄博印象汇店),118.053299,36.822489,其他,餐饮,中午,6.56
2024-03-01,瑷肯体育公园,118.06226,36.83922,其他,公园,傍晚,6.54
2024-03-01,方和茂,118.300029,36.81432,其他,商场,下午,5.84
2024-03-01,方和茂,118.300029,36.81432,其他,商场,晚上,4.78
2024-03-01,中铝党校,118.047129,36.756803,其他,学校,傍晚,7.4
2024-03-01,中铝党校,118.047129,36.756803,其他,学校,凌晨,3.95
2024-03-01,齐都大酒店,118.308852,36.811267,其他,餐饮,中午,3.68
2024-03-01,齐都大酒店,118.308852,36.811267,其他,餐饮,上午,6.72
2024-03-01,银泰商城,117.851987,36.798059,其他,商场,深夜,4.85
2024-03-01,银泰商城,117.851987,36.798059,其他,商场,晚上,4.75
2024-03-01,淄博市综合训练基地,117.832393,36.743439,其他,文化场馆,中午,4.99
2024-03-01,淄博市综合训练基地,117.832393,36.743439,其他,文化场馆,凌晨,3.86
2024-03-01,闯山东铁锅炖(天隆购物广场店),117.860416,36.503609,其他,餐饮,深夜,3.53
2024-03-01,博山区中医院-门诊住院,117.826869,36.489714,其他,医院,晚上,4.0
2024-03-01,博山区中医院-门诊住院,117.826869,36.489714,其他,医院,中午,5.1
2024-03-01,大石头风景区,117.944959,36.593092,其他,旅游景点,中午,6.17
2024-03-01,大石头风景区,117.944959,36.593092,其他,旅游景点,傍晚,6.49
2024-03-01,周村区第二中学,117.859542,36.803863,其他,学校,上午,5.15
2024-03-01,遄台中学,118.316847,36.818062,其他,学校,晚上,5.19
2024-03-01,遄台中学,118.316847,36.818062,其他,学校,深夜,3.93
2024-03-01,临淄区铁路主题体育公园,118.285962,36.804468,其他,公园,中午,4.55
2024-03-01,临淄区铁路主题体育公园,118.285962,36.804468,其他,公园,晚上,4.1
2024-03-01,张店区杏园小学,118.076935,36.787266,其他,学校,上午,5.39
2024-03-01,张店区人民医院(南院区),118.059541,36.791552,其他,医院,下午,5.94
2024-03-01,京味涮肉坊(紫馨园店),118.015711,36.798004,其他,餐饮,傍晚,5.5
2024-03-01,联通路169号红星欧丽洛雅商场,118.010594,36.829104,其他,商场,上午,6.69
2024-03-01,桓台后金眼科医院,117.922909,37.052407,其他,医院,上午,7.54
