日期,地点名称,经度,纬度,区域,类型,时间段,情绪值
2024-07-01,张店区体育馆,118.036155,36.796165,其他,体育场馆,下午,4.69
2024-07-01,张店区体育馆,118.036155,36.796165,其他,体育场馆,上午,6.82
2024-07-01,刘春村文化广场,117.885178,37.255864,其他,公园,傍晚,7.42
2024-07-01,刘春村文化广场,117.885178,37.255864,其他,公园,中午,6.46
2024-07-01,聚合购物,118.102169,36.819988,其他,商场,上午,7.8
2024-07-01,聚合购物,118.102169,36.819988,其他,商场,深夜,4.94
2024-07-01,太公小学,118.335491,36.816887,其他,学校,上午,4.68
2024-07-01,大海商场(欢乐城精品购物广场店),118.023098,36.824572,其他,商场,上午,6.04
2024-07-01,大海商场(欢乐城精品购物广场店),118.023098,36.824572,其他,商场,深夜,4.08
2024-07-01,陶涛羽毛球训练营(利群时代广场店),118.047869,36.80187,其他,体育场馆,中午,5.09
2024-07-01,陶涛羽毛球训练营(利群时代广场店),118.047869,36.80187,其他,体育场馆,傍晚,4.61
2024-07-01,沂源县普安禅寺,118.126756,36.195465,其他,旅游景点,下午,4.56
2024-07-01,泸溪河桃酥(淄博吾悦广场店),118.025209,36.78382,其他,餐饮,傍晚,4.78
2024-07-01,泸溪河桃酥(淄博吾悦广场店),118.025209,36.78382,其他,餐饮,中午,6.11
2024-07-01,博山区山头街道卫生院,117.862367,36.476361,其他,医院,上午,7.23
2024-07-01,博山区山头街道卫生院,117.862367,36.476361,其他,医院,晚上,3.89
2024-07-01,淄川体育公园东区,117.978905,36.629127,其他,公园,中午,4.82
2024-07-01,淄川体育公园东区,117.978905,36.629127,其他,公园,凌晨,2.72
2024-07-01,齐悦国际大饭店,117.85344,36.795005,其他,餐饮,上午,4.88
2024-07-01,齐悦国际大饭店,117.85344,36.795005,其他,餐饮,晚上,3.96
2024-07-01,淄博工业学校梧台校区,118.302241,36.885074,其他,学校,凌晨,3.72
2024-07-01,小面侠(雪宫路店),118.303634,36.815928,其他,餐饮,傍晚,4.26
2024-07-01,小面侠(雪宫路店),118.303634,36.815928,其他,餐饮,深夜,5.88
2024-07-01,奎三广场,117.937206,36.563022,其他,公园,晚上,6.24
2024-07-01,奎三广场,117.937206,36.563022,其他,公园,傍晚,5.84
